,road,neighbourhood,postcode,mayoralty,city,state,country
600,Calle Tonalá,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
601,Calle Tonalá,Roma Norte,NA,Cuauhtémoc,Ciudad de México,NA,México
602,Calle Chiapas,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
603,Avenida Yucatán,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
604,Calle Hermosillo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
605,Avenida Insurgentes Sur,Hipódromo,06760,Cuauhtémoc,Ciudad de México,NA,México
606,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
607,Calle Pirineos,Roma,64700,NA,Monterrey,Nuevo León,México
608,Avenida Chapultepec,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
609,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
610,Calle Sinaloa,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
611,Calle Jalapa,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
612,Calle Zacatecas,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
613,NA,Hipódromo,06100,Cuauhtémoc,Ciudad de México,NA,México
614,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
615,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
616,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
617,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
618,Calle Tonalá,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
619,Avenida Chapultepec,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
620,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
621,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
622,Avenida Querétaro,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
623,Calle Linares,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
624,Calle Chiapas,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
625,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
626,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
627,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
628,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
629,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
630,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
631,Calle Huatabampo,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
632,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
633,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
634,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
635,Calle Córdoba,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
636,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
637,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
638,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
639,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
640,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
641,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
642,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
643,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
644,Calle Tonalá,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
645,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
646,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
647,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
648,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
649,Chilpancingo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
650,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
651,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
652,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
653,Calle Orizaba,Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
654,Calle Tlaxcala,Hipódromo,06100,Cuauhtémoc,Ciudad de México,NA,México
655,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
656,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
657,Calle Toluca,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
658,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
659,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
660,Chilpancingo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
661,Medellín,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
662,Calle Durango,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
663,Calle Durango,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
664,Calle Tehuantepec,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
665,Calle Ures,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
666,Calle Orizaba,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
667,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
668,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
669,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
670,Calle Toluca,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
671,Calle Torreón,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
672,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
673,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
674,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
675,Calle Torreón,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
676,Calle 2 de Abril,NA,64700,NA,Monterrey,Nuevo León,México
677,Calle Linares,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
678,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
679,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
680,Calle Torreón,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
681,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
682,Calle Tehuantepec,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
683,Avenida Insurgentes Sur,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
684,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
685,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
686,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
687,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
688,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
689,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
690,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
691,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
692,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
693,Calle Linares,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
694,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
695,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
696,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
697,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
698,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
699,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
700,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
701,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
702,José María Rico,Actipan,03230,NA,Ciudad de México,NA,México
703,Calle Córdoba,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
704,Ciclovía Chapultepec,Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
705,Calle Hamburgo,Juárez,06600,Cuauhtémoc,Ciudad de México,NA,México
706,Calle Puebla,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
707,Chilpancingo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
708,Chilpancingo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
709,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
710,Calle Puebla,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
711,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
712,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
713,Calle Palestina,Roma,64700,NA,Monterrey,Nuevo León,México
714,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
715,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
716,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
717,Calle Linares,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
718,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
719,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
720,Chilpancingo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
721,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
722,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
723,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
724,Avenida Cuauhtémoc,Doctores,06700,Cuauhtémoc,Ciudad de México,NA,México
725,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
726,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
727,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
728,Calle José Gálvez Moya,La Martinica,01619,Álvaro Obregón,Ciudad de México,NA,México
729,Calle Martín Luis Guzmán,NA,647770,NA,Monterrey,Nuevo León,México
730,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
731,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
732,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
733,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
734,Calle Río Tamesí,Roma,64700,NA,Monterrey,Nuevo León,México
735,Calle Palestina,Roma,64700,NA,Monterrey,Nuevo León,México
736,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
737,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
738,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
739,Calle Zacatecas,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
740,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
741,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
742,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
743,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
744,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
745,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
746,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
747,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
748,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
749,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
750,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
751,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
752,Calle Ixtlán,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
753,Calle Ixtlán,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
754,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
755,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
756,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
757,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
758,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
759,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
760,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
761,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
762,Calle San Luis Potosí,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
763,Calle Puebla,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
764,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
765,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
766,Salamanca,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
767,Calle San Luis Potosí,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
768,Calle San Luis Potosí,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
769,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
770,Calle Nayarit,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
771,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
772,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
773,Calle Zacatecas,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
774,Calle Chiapas,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
775,Calle Jesús de Terán,Tabacalera,06030,Cuauhtémoc,Ciudad de México,NA,México
776,Ciclovía Chapultepec,Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
777,Medellín,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
778,Calle Chiapas,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
779,Avenida Insurgentes Sur,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
780,Calle León de los Aldama,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
781,Calle Frontera,Juárez,NA,Cuauhtémoc,Ciudad de México,NA,México
782,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
783,Calle Aguascalientes,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
784,Avenida Insurgentes Sur,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
785,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
786,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
787,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
788,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
789,Roma,NA,67188,NA,Guadalupe,Nuevo León,México
790,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
791,Calle Doctor Rafaél Lucio,Doctores,06720,Cuauhtémoc,Ciudad de México,NA,México
792,Avenida Insurgentes Sur,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
793,Calle Puebla,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
794,Calle Chiapas,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
795,Avenida Querétaro,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
796,Calle Tonalá,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
797,Calle Palestina,Roma,64700,NA,Monterrey,Nuevo León,México
798,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
799,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
800,Avenida Querétaro,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
801,Avenida Querétaro,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
802,Calle Huatabampo,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
803,Calle Palestina,Roma,64700,NA,Monterrey,Nuevo León,México
804,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
805,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
806,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
807,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
808,Amelia Earhart,NA,64700,NA,Monterrey,Nuevo León,México
809,Avenida Paseo de la Reforma Norte,Tabacalera,06040,Cuauhtémoc,Ciudad de México,NA,México
810,Calle Diagonal,NA,64700,NA,Monterrey,Nuevo León,México
811,Calle Nayarit,Centro Urbano Benito Juárez,06760,Benito Juárez,Ciudad de México,NA,México
812,Avenida Cuauhtémoc,Centro Urbano Benito Juárez,06720,Cuauhtémoc,Ciudad de México,NA,México
813,Calle Chiapas,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
814,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
815,Calle Tonalá,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
816,Avenida Álvaro Obregón,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
817,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
818,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
819,Calle Tonalá,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
820,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
821,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
822,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
823,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
824,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
825,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
826,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
827,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
828,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
829,Calle Guanajuato,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
830,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
831,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
832,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
833,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
834,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
835,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
836,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
837,Calle Bajío,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
838,Calle Chiapas,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
839,Calle Jalapa,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
840,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
841,Pomona,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
842,Calle Cozumel,Condesa,06700,Cuauhtémoc,Ciudad de México,NA,México
843,Avenida Querétaro,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
844,Calle Tabasco,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
845,Calle Córdoba,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
846,Ciclovía Chapultepec,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
847,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
848,Calle Concepción Beistegui,Nápoles,03103,Benito Juárez,Ciudad de México,NA,México
849,Avenida Cuauhtémoc,Doctores,06700,Cuauhtémoc,Ciudad de México,NA,México
850,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
851,Calle Tapachula,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
852,Calle Córdoba,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
853,Calle Sinaloa,Condesa,06700,Cuauhtémoc,Ciudad de México,NA,México
854,Calle Hermosillo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
855,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
856,Ciclovía Chapultepec,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
857,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
858,Calle Orizaba,Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
859,Calle Palestina,Roma,64700,NA,Monterrey,Nuevo León,México
860,Ciclovía Chapultepec,Zona Rosa,06700,Cuauhtémoc,Ciudad de México,NA,México
861,Medellín,Roma Sur,NA,Cuauhtémoc,Ciudad de México,NA,México
862,Calle Aguascalientes,Centro Urbano Benito Juárez,06760,Cuauhtémoc,Ciudad de México,NA,México
863,Calle Palestina,Roma,64700,NA,Monterrey,Nuevo León,México
864,Calle Córdoba,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
865,Calle Orizaba,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
866,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
867,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
868,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
869,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
870,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
871,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
872,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
873,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
874,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
875,Avenida Insurgentes Sur,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
876,Avenida Insurgentes Sur,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
877,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
878,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
879,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
880,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
881,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
882,Viaducto Presidente Miguel Alemán,Piedad Narvarte,03000,Benito Juárez,Ciudad de México,NA,México
883,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
884,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
885,Calle Linares,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
886,Avenida Eugenio Garza Sada,Roma,64700,NA,Monterrey,Nuevo León,México
887,Calle Tlacotalpan,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
888,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
889,Calle Valladolid,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
890,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
891,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
892,Calle Colima,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
893,Avenida Querétaro,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
894,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
895,Calle Linares,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
896,Medellín,Roma Sur,NA,Cuauhtémoc,Ciudad de México,NA,México
897,Calle Quintana Roo,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
898,Calle Coahuila,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
899,Avenida Querétaro,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
900,Avenida Baja California,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
901,Avenida Baja California,Roma Sur,06760,Cuauhtémoc,Ciudad de México,NA,México
902,Pomona,Roma Norte,06700,Cuauhtémoc,Ciudad de México,NA,México
903,Calle Córdoba,Centro Urbano Benito Juárez,06700,Cuauhtémoc,Ciudad de México,NA,México
904,Avenida Paseo de la Reforma Norte,Tabacalera,06040,Cuauhtémoc,Ciudad de México,NA,México
